Date,Open,High,Low,Close,Volume
2020-01-01,104.2214752259288,108.38020840592029,97.92645090485944,104.96714153011233,47571331
2020-01-02,102.2064198258901,102.2064198258901,97.94223401591589,98.75249212342328,25528998
2020-01-03,105.94788328004799,115.41640485256318,104.03122146070402,106.7471556512772,72028341
2020-01-06,116.08507342098943,119.85914076837616,113.27049372795607,115.63570396948566,47509631
2020-01-07,100.06418845705338,104.25652169837782,92.89934593007955,98.19900679330719,65573977
2020-01-08,95.49757464031781,101.62325200694283,91.89207236687992,98.33430610618387,34134159
2020-01-09,113.08132134192317,117.06474886753027,107.11280774354677,116.60293896588472,92068862
2020-01-10,105.56898060833485,114.4304653126493,105.10518967857926,108.62029323747504,94362457
2020-01-13,98.91150542858593,98.91150542858593,92.87905471665921,96.38633722173157,77507286
2020-01-14,105.53810036029097,111.43591451381945,98.19280059543962,106.64181665207586,94008017
2020-01-15,101.83357299456324,101.83357299456324,90.82744360763583,96.71717442322674,44688061
2020-01-16,95.70069375346914,107.79101694847634,88.02623441722,96.82918895078392,27155571
2020-01-17,104.41034694367605,111.77533250380613,98.17506032825246,104.04124433728197,87388841
2020-01-20,85.70817421531453,87.94121568399322,81.09530416631858,82.62395431017877,97879691
2020-01-21,88.6548993430798,93.43383359972556,83.64209863109498,84.64271356676156,34592105
2020-01-22,100.5271588878901,100.5271588878901,96.05868848179409,96.4041517346173,21504456
2020-01-23,94.45058342000421,98.6642890948282,85.0476954545425,92.03385095881792,62006907
2020-01-24,107.48789567487295,111.03920192440617,96.87398015398901,105.43977062325003,20347737
2020-01-27,94.5372455756227,99.14425192122134,82.8041052530612,93.35219167722033,34950408
2020-01-28,90.00125270654793,97.26159105453496,80.91521455724494,88.44453055421465,16609001
2020-01-29,116.25681895926118,124.55666670025765,108.8706746593133,117.35919039191825,52370519
2020-01-30,98.94367706612788,106.44624582144756,97.32012383093354,100.58007483297249,57655757
2020-01-31,103.6415061050303,103.68359271116731,102.11750247008376,103.6482550198522,44915196
2020-02-03,88.52025700092369,90.98048736013516,81.31038824872088,88.86062624597355,91322370
2020-02-04,96.89295989933687,102.43128919720425,91.54637374127321,97.79941599799142,29948769
2020-02-05,105.88037917039047,109.76772139830699,99.16527115245437,104.48760427547704,80291863
2020-02-06,93.9141881564315,93.9141881564315,85.84146329739153,92.00357773929049,19514440
2020-02-07,107.58244260468906,119.64065885884062,101.43607238473075,107.40562883210536,76500236
2020-02-10,100.73245704670627,107.32657905035646,88.92594630503507,97.77739688459575,50583878
2020-02-11,98.71860319271914,107.8083363821636,92.11702466653529,101.00198142098616,49345172
2020-02-12,97.64966901320065,103.25309851561131,91.40432687473904,98.03698793176008,35049902
2020-02-13,121.27832639307297,127.07534412457512,115.1745624165898,122.71197103427858,10850122
2020-02-14,100.45627884279887,106.33359669687827,97.64716441967066,104.18935207694499,90138656
2020-02-17,93.71698879821506,99.11479172545704,90.2658593660043,93.88235016990045,69241983
2020-02-18,112.57654869885991,118.59330133605474,105.55034969088706,112.82004371562648,33105620
2020-02-19,95.54819271650378,95.54819271650378,91.7047784365973,92.52129323001951,43460390
2020-02-20,108.21512418402199,112.95603006664712,98.79182615802478,106.95350081491243,45416447
2020-02-21,83.35492511254384,89.937521614728,83.35492511254384,85.40329876120225,41033811
2020-02-24,95.5614597788192,95.5614597788192,85.99586478576663,91.85327464615082,71170759
2020-02-25,109.6809500200122,109.6809500200122,104.77434450423998,107.2388826289615,88457828
2020-02-26,113.95426661229673,116.54925460509457,106.12990425613623,112.79007120535951,90238088
2020-02-27,106.80125515474059,117.91728632446082,102.35599903022397,107.25422335244025,57953688
2020-02-28,102.60031437834631,111.18885222539456,102.60031437834631,104.51919285179328,28782680
2020-03-02,102.05536030277581,103.79332914761824,96.53767496186248,102.79977385491792,60068499
2020-03-03,93.33822328168004,97.61883491052458,87.89448837276981,91.16072604227168,97903721
2020-03-04,102.65181160900322,102.65181160900322,91.2391988346939,98.882638997134,55439465
2020-03-05,104.6963155631627,109.85790166827955,96.60585144041511,101.60982850661833,76292037
